Stream_ID,User_ID,Song_ID,Stream_Date,Minutes_Listened,Device
622,89,128,2023-09-13,3.76,Smart Speaker
623,51,52,2023-11-21,1.98,Console
624,20,110,2023-12-28,1.93,Mobile
625,43,51,2023-09-11,2.4,Smart Speaker
626,85,51,2023-05-12,2.43,Smart TV
627,141,61,2024-01-09,3.24,Desktop
628,52,88,2023-11-24,3.58,Mobile
629,71,19,2024-01-27,4.58,Web Browser
630,81,166,2024-12-25,3.37,Desktop
631,28,87,2023-09-07,3.37,Mobile
632,55,126,2023-07-02,5.13,Smart TV
633,36,114,2023-05-28,2.76,Desktop
634,73,148,2024-10-02,3.55,Mobile
635,40,62,2023-09-20,0.71,Desktop
636,111,71,2024-03-18,1.67,Desktop
637,97,185,2023-01-14,3.33,Smart TV
638,25,67,2023-07-21,3.05,Tablet
639,128,1,2024-01-15,3.32,Tablet
640,80,41,2024-12-13,3.07,Mobile
641,31,66,2023-11-22,2.38,Mobile
642,30,80,2023-11-07,0.92,Mobile
643,109,52,2023-09-30,2.84,Mobile
644,93,81,2024-01-07,4.76,Console
645,104,67,2023-02-22,3.08,Mobile
646,4,61,2023-05-20,1.33,Mobile
647,143,87,2023-07-18,3.35,Desktop
648,141,161,2024-06-08,2.67,Desktop
649,116,41,2024-01-11,3.14,Mobile
650,1,107,2024-07-20,3.54,Console
651,138,181,2023-03-05,4.18,Smart Speaker
652,75,185,2023-10-23,3.13,Mobile
653,95,93,2024-04-02,1.61,Mobile
654,139,43,2023-09-09,3.11,Mobile
655,46,142,2024-11-25,1.91,Console
656,118,181,2024-12-03,4.49,Desktop
657,35,156,2023-10-08,2.75,Tablet
658,53,70,2024-11-17,3.09,Tablet
659,78,199,2024-11-09,4.42,Console
660,114,15,2024-08-22,3.14,Mobile
661,61,191,2023-01-23,2.93,Desktop
662,54,54,2024-03-06,2.68,Mobile
663,138,172,2024-03-04,4.72,Mobile
664,74,73,2023-04-20,4.49,Mobile
665,33,99,2023-05-01,3.42,Console
666,116,193,2023-06-25,3.29,Tablet
667,33,39,2024-08-06,3.4,Tablet
668,68,182,2024-06-26,3.61,Tablet
669,74,2,2023-12-26,3.58,Mobile
670,53,88,2024-07-09,1.22,Mobile
671,29,105,2024-10-22,4,Mobile
672,142,99,2023-04-18,3.71,Mobile
673,81,152,2023-10-24,1.54,Web Browser
674,1,120,2023-11-10,4.31,Console
675,86,112,2024-06-27,1.38,Desktop
676,66,5,2023-10-07,4.16,Mobile
677,51,40,2023-10-23,1.63,Console
678,53,196,2024-03-23,2.68,Desktop
679,18,33,2023-10-26,3.32,Desktop
680,119,141,2023-08-17,3.13,Tablet
681,94,65,2023-02-02,3.27,Desktop
682,1,41,2023-01-24,3.08,Tablet
683,99,96,2023-12-18,3.74,Smart Speaker
684,126,33,2024-04-05,3.38,Smart Speaker
685,22,31,2023-09-20,2.78,Smart TV
686,149,58,2023-06-16,3.35,Mobile
687,113,117,2023-10-13,1.09,Tablet
688,20,147,2024-07-15,1.38,Smart TV
689,150,70,2023-02-25,3.05,Desktop
690,136,10,2023-08-08,1.71,Mobile
691,27,96,2023-09-03,0.93,Smart Speaker
692,80,57,2023-10-21,2.73,Mobile
693,71,23,2023-01-30,4.43,Mobile
694,74,58,2023-08-01,2.28,Smart Speaker
695,134,30,2023-04-19,0.73,Smart TV
696,119,67,2023-04-17,3.19,Mobile
697,43,68,2023-04-18,0.63,Mobile
698,37,34,2023-06-02,2.76,Mobile
699,138,26,2024-09-09,2.94,Mobile
700,83,54,2023-12-17,2.7,Mobile
701,125,161,2023-04-25,2.72,Smart Speaker
702,139,74,2024-02-26,4.22,Mobile
703,101,198,2023-08-12,3.52,Console
704,1,174,2023-09-17,0.74,Desktop
705,2,80,2023-02-23,1.8,Mobile
706,130,133,2024-12-12,2.77,Smart Speaker
707,145,55,2023-12-20,3.18,Smart Speaker
708,149,151,2024-07-02,2.17,Tablet
709,94,158,2024-05-07,2.45,Console
710,86,162,2023-05-19,1.21,Smart Speaker
711,19,127,2024-12-13,1.35,Desktop
712,55,94,2024-11-04,4.28,Mobile
713,62,5,2023-10-13,2.8,Mobile
714,122,137,2023-04-21,3.36,Desktop
715,62,43,2024-08-02,3.17,Mobile
716,49,136,2023-10-22,2.91,Mobile
717,80,134,2023-06-28,2.9,Desktop
718,47,27,2023-07-31,4.64,Smart Speaker
719,111,90,2024-03-26,3.37,Smart Speaker
720,57,59,2023-08-27,3.32,Mobile
721,74,58,2024-02-08,3.42,Smart Speaker
722,91,78,2023-03-19,4.14,Mobile
723,93,139,2024-06-01,3.15,Web Browser
724,58,161,2023-12-24,0.71,Smart Speaker
725,136,49,2024-08-20,4.91,Desktop
726,64,180,2024-09-06,0.5,Web Browser
727,117,165,2023-04-14,2.6,Smart TV
728,137,123,2023-09-08,4.9,Mobile
729,85,185,2024-07-18,1.24,Smart TV
730,110,53,2024-02-22,3.22,Mobile
731,118,91,2023-10-04,5.42,Web Browser
732,122,96,2024-11-03,2.01,Tablet
733,42,94,2023-01-22,3.09,Tablet
734,62,168,2023-11-24,3.05,Desktop
735,145,53,2023-11-16,3.42,Smart TV
736,116,79,2024-12-18,3.41,Desktop
737,25,135,2023-03-07,2.73,Mobile
738,92,28,2024-01-19,3.11,Mobile
739,132,86,2023-09-13,4.43,Mobile
740,46,71,2024-01-02,2.58,Mobile
741,124,187,2024-05-26,2.99,Desktop
742,117,71,2023-08-31,3.4,Tablet
743,13,37,2023-12-07,3.57,Tablet
744,92,131,2023-12-20,2.25,Smart Speaker
745,32,79,2023-12-20,3.14,Mobile
746,83,170,2024-10-14,3.55,Mobile
747,25,172,2023-10-07,5.37,Tablet
748,93,120,2024-04-15,4.04,Mobile
749,121,69,2024-07-13,1.89,Web Browser
750,111,196,2023-03-27,2.75,Mobile
751,6,11,2023-04-08,3.3,Smart Speaker
752,41,73,2023-11-06,4.41,Smart TV
753,48,127,2024-03-14,3.22,Tablet
754,72,170,2023-09-16,3.57,Mobile
755,116,65,2024-10-14,3.5,Desktop
756,60,80,2023-09-27,3.11,Desktop
757,75,185,2023-03-03,3.15,Desktop
758,127,97,2024-11-15,3.62,Mobile
759,90,50,2024-06-09,1.55,Desktop
760,111,151,2024-03-13,2.28,Mobile
761,38,81,2024-09-04,5.08,Mobile
762,38,131,2023-02-09,2.71,Mobile
763,70,79,2024-03-04,3.26,Smart TV
764,136,11,2023-11-29,2.16,Desktop
765,4,164,2024-10-20,2.92,Tablet
766,94,1,2024-06-19,3.14,Smart TV
767,94,131,2023-08-21,2.82,Console
768,56,36,2024-03-12,2.42,Desktop
769,31,171,2024-01-09,3.46,Smart TV
770,108,166,2024-01-29,3.15,Mobile
771,54,54,2023-12-07,1.51,Mobile
772,20,188,2023-02-06,2.99,Mobile
773,104,60,2023-04-18,2.17,Mobile
774,125,108,2023-09-20,4.36,Mobile
775,49,57,2024-10-01,2.75,Mobile
776,15,38,2024-09-01,1.93,Desktop
777,94,116,2024-08-30,3.17,Desktop
778,76,62,2024-03-26,2.05,Mobile
779,62,70,2024-05-17,3.11,Mobile
780,64,83,2023-04-13,3.74,Mobile
781,72,134,2023-05-11,2.82,Mobile
782,47,185,2023-06-12,3.1,Mobile
783,98,164,2023-11-26,3,Web Browser
784,23,112,2023-01-27,3.2,Mobile
785,85,38,2023-01-09,3.31,Web Browser
786,60,110,2023-08-12,3.5,Smart TV
787,132,143,2023-04-05,0.52,Smart Speaker
788,5,122,2024-06-27,4.68,Mobile
789,78,178,2024-12-17,3.27,Tablet
790,49,34,2023-01-21,0.65,Mobile
791,99,67,2023-06-12,1.68,Smart Speaker
792,149,17,2023-03-19,2.72,Desktop
793,22,41,2024-10-16,3.14,Desktop
794,126,150,2023-07-08,3.12,Tablet
795,84,136,2024-04-07,3.05,Smart TV
796,149,39,2023-08-16,1.97,Smart TV
797,60,108,2023-05-24,4.62,Mobile
798,69,170,2024-11-02,3.35,Smart TV
799,61,147,2024-08-17,2.08,Mobile
800,67,33,2023-05-26,2.4,Desktop
801,53,105,2023-11-13,3.73,Smart Speaker
802,3,75,2023-04-23,3.75,Smart Speaker
803,73,33,2024-03-29,3.54,Mobile
804,28,71,2024-11-14,3.32,Mobile
805,16,49,2023-01-10,3.35,Mobile
806,61,102,2024-08-19,2.62,Mobile
807,54,34,2024-11-07,2.8,Mobile
808,82,156,2024-06-30,2.78,Mobile
809,90,141,2024-09-22,3.4,Smart TV
810,138,190,2024-10-08,0.62,Mobile
811,138,191,2024-08-03,3.08,Web Browser
812,122,12,2024-08-28,2.64,Web Browser
813,54,74,2024-08-04,1.53,Desktop
814,150,83,2023-02-16,3.71,Smart Speaker
815,141,174,2024-09-17,3.17,Web Browser
816,95,145,2023-10-03,1.77,Mobile
817,150,114,2024-11-13,2.73,Smart TV
818,94,13,2023-01-16,4.07,Mobile
819,74,110,2023-02-14,3.28,Mobile
820,35,18,2024-04-08,0.59,Tablet
821,130,74,2024-01-16,4.19,Smart Speaker
822,84,62,2024-11-18,0.74,Mobile
823,50,24,2023-02-27,3.61,Tablet
824,71,92,2024-03-26,4.57,Mobile
825,127,187,2024-12-24,1.13,Web Browser
826,78,186,2024-11-07,3.4,Mobile
827,34,166,2023-04-10,3.24,Mobile
828,42,96,2024-08-29,3.64,Mobile
829,5,94,2024-05-23,4.05,Smart TV
830,16,198,2023-06-17,3.79,Desktop
831,59,9,2023-06-09,2.52,Mobile
832,135,85,2024-09-27,3.1,Web Browser
833,90,88,2024-10-15,0.52,Desktop
834,84,168,2024-10-05,3,Desktop
835,140,102,2023-07-14,2.69,Mobile
836,6,7,2023-10-10,3.53,Web Browser
837,143,54,2024-12-28,2.95,Smart Speaker
838,89,165,2023-05-15,2.63,Mobile
839,117,154,2024-06-04,1.01,Smart TV
840,107,180,2023-01-22,3.04,Tablet
841,99,110,2024-04-16,3.16,Smart TV
842,141,101,2024-09-22,3.31,Mobile
843,66,128,2024-05-10,3.58,Mobile
844,24,1,2024-04-12,3.25,Smart Speaker
845,128,90,2024-08-19,1.92,Smart Speaker
846,92,163,2024-04-21,2.8,Mobile
847,37,100,2023-01-14,2.71,Smart Speaker
848,137,112,2024-01-03,3.81,Mobile
849,40,36,2023-01-22,2.49,Mobile
850,142,112,2024-02-13,3.68,Desktop
851,125,117,2024-04-19,3.95,Mobile
852,11,100,2024-05-29,3.87,Mobile
853,54,183,2024-11-24,3.58,Mobile
854,145,159,2023-04-20,2.97,Mobile
855,71,27,2024-06-12,3.31,Desktop
856,77,171,2023-06-06,1.75,Mobile
857,149,97,2024-05-12,4.62,Smart Speaker
858,77,20,2024-07-18,1.97,Mobile
859,70,6,2023-03-26,3.17,Mobile
860,116,146,2024-02-15,1.17,Smart Speaker
861,12,124,2023-12-20,3.74,Desktop
862,34,55,2024-11-20,3.36,Desktop
863,50,108,2024-04-10,4.37,Smart TV
864,62,195,2024-07-18,3.57,Web Browser
865,70,166,2023-10-04,3.41,Smart Speaker
866,72,157,2023-03-08,2.77,Smart Speaker
867,12,175,2024-10-17,2.81,Mobile
868,111,172,2024-07-14,5.14,Desktop
869,17,153,2024-03-28,3.32,Desktop
870,71,184,2023-04-02,3.98,Desktop
871,100,144,2023-12-26,0.64,Desktop
872,54,184,2024-05-06,3.87,Smart Speaker
873,91,192,2023-10-13,1.54,Smart Speaker
874,3,173,2024-09-01,3.28,Desktop
875,122,53,2024-03-24,3.17,Web Browser
876,58,67,2024-10-19,0.95,Desktop
877,47,176,2024-07-11,1.14,Tablet
878,121,188,2024-09-24,0.94,Smart Speaker
879,116,23,2024-11-05,2.39,Console
880,22,29,2024-05-18,2.67,Smart Speaker
881,5,199,2023-08-05,2.53,Mobile
882,104,198,2023-10-24,0.94,Smart TV
883,57,199,2023-04-27,2.42,Mobile
884,76,132,2024-08-28,2.93,Smart TV
885,88,87,2023-11-20,3.58,Desktop
886,144,28,2023-02-20,3.15,Smart TV
887,1,19,2024-07-05,4.31,Console
888,124,170,2024-07-16,1.02,Smart Speaker
889,87,64,2024-08-27,3.28,Smart TV
890,125,59,2023-03-22,3.25,Mobile
891,79,119,2023-11-11,3.25,Desktop
892,56,15,2024-08-16,3.1,Smart Speaker
893,114,59,2024-07-02,3.36,Desktop
894,102,90,2024-05-15,3.39,Desktop
895,103,148,2024-07-01,1.98,Mobile
896,84,70,2024-06-02,3.07,Smart Speaker
897,55,164,2024-08-17,2.17,Desktop
898,102,168,2024-08-08,3.03,Console
899,139,29,2024-01-23,2.75,Console
900,83,74,2023-04-26,4.53,Console
901,92,48,2023-03-20,4.49,Mobile
902,52,140,2023-12-04,4.08,Web Browser
903,19,57,2024-03-17,2.78,Mobile
904,50,124,2023-01-08,3.91,Desktop
905,145,21,2024-01-29,2.05,Smart Speaker
906,129,149,2023-03-15,2.67,Smart Speaker
907,97,5,2023-04-14,1.48,Mobile
908,2,81,2024-05-12,5.03,Console
909,146,166,2024-10-23,3.2,Desktop
910,146,101,2024-07-27,3.12,Desktop
911,13,194,2024-05-07,3.4,Mobile
912,42,154,2023-08-22,1.71,Mobile
913,112,3,2023-10-27,3.26,Smart TV
914,117,122,2023-10-17,5.14,Mobile
915,104,180,2024-03-22,1.32,Mobile
916,86,183,2023-10-30,2.89,Mobile
917,80,108,2023-12-06,3.67,Mobile
918,105,31,2024-11-30,2.77,Mobile
919,90,4,2023-07-13,3.31,Mobile
920,3,143,2024-02-25,3.37,Mobile
921,66,23,2024-04-03,4.23,Mobile
922,132,73,2024-04-09,4.46,Mobile
923,29,100,2023-08-01,3.14,Mobile
924,136,185,2024-08-04,3.35,Tablet
925,18,98,2023-05-13,4.66,Mobile
926,144,35,2024-06-18,2.87,Smart TV
927,134,88,2024-07-24,3.67,Smart Speaker
928,34,25,2023-10-30,3.04,Desktop
929,92,155,2023-12-05,2.51,Mobile
930,62,84,2023-01-06,1.98,Smart Speaker
931,48,186,2024-06-12,3.1,Desktop
932,67,18,2024-01-11,3.35,Mobile
933,144,49,2024-04-21,5,Desktop
934,5,80,2024-06-17,3.08,Smart Speaker
935,136,79,2024-08-04,3.19,Desktop
936,102,126,2024-04-27,4.95,Desktop
937,10,48,2023-10-10,4.13,Mobile
938,129,19,2023-04-16,4.47,Mobile
939,88,85,2023-08-02,2.27,Mobile
940,44,104,2024-12-14,1.26,Desktop
941,134,177,2023-01-20,3.38,Smart Speaker
942,109,49,2024-07-29,4.73,Smart Speaker
943,29,4,2023-03-12,3.46,Mobile
944,22,153,2024-01-13,3.68,Web Browser
945,147,109,2023-04-14,3.97,Desktop
946,70,112,2023-05-24,1.42,Mobile
947,75,120,2024-07-28,3.35,Mobile
948,130,25,2024-01-11,3.9,Mobile
949,148,35,2023-10-31,1.48,Desktop
950,129,177,2024-10-04,3.07,Smart TV
951,60,183,2024-12-19,3.51,Mobile
952,77,176,2024-05-19,3.56,Mobile
953,45,96,2023-10-29,2.63,Mobile
954,91,122,2023-03-17,5.03,Mobile
955,138,110,2024-08-14,3.41,Mobile
956,123,7,2024-11-01,3.45,Mobile
957,105,102,2024-04-02,2.54,Mobile
958,138,119,2023-02-22,2.88,Mobile
959,95,21,2024-04-13,3.53,Desktop
960,132,137,2023-11-13,3.62,Mobile
961,19,157,2023-11-30,2.99,Smart Speaker
962,97,135,2024-05-20,2.89,Mobile
963,123,85,2024-08-29,3.12,Tablet
964,76,111,2024-01-10,3.44,Desktop
965,101,61,2024-12-27,3.19,Mobile
966,76,181,2023-08-05,4.37,Mobile
967,124,79,2024-07-29,2.42,Smart Speaker
968,100,89,2023-04-03,3.94,Desktop
969,91,123,2024-03-18,4.52,Mobile
970,4,10,2023-01-14,3.55,Mobile
971,139,142,2023-07-31,2.68,Tablet
972,104,142,2023-08-11,4.07,Console
973,103,54,2023-12-16,2.8,Mobile
974,94,134,2024-02-28,2.83,Mobile
975,90,121,2024-08-24,4.24,Mobile
976,85,136,2024-07-27,3.03,Smart TV
977,140,104,2024-10-22,3.67,Mobile
978,139,199,2023-10-10,4.3,Smart Speaker
979,48,19,2024-01-10,4.29,Smart TV
980,37,173,2024-01-17,3.36,Mobile
981,128,145,2023-09-22,3.26,Mobile
982,9,60,2023-03-10,2.26,Mobile
983,135,95,2024-10-27,3.47,Mobile
984,113,149,2024-12-07,2.57,Mobile
985,50,31,2024-02-10,2.82,Mobile
986,133,64,2023-03-18,3.11,Smart Speaker
987,104,161,2024-07-15,2.75,Desktop
988,55,34,2024-08-06,2.62,Mobile
989,85,32,2024-10-22,3.45,Mobile
990,99,188,2023-12-16,2.88,Tablet
991,117,125,2023-03-16,4.24,Smart TV
992,115,131,2023-10-05,2.72,Smart Speaker
993,138,183,2024-09-08,3.35,Mobile
994,98,66,2023-07-15,2.42,Mobile
995,73,137,2023-01-14,3.48,Mobile
996,46,192,2023-12-15,3.64,Mobile
997,44,134,2023-07-06,2.82,Smart Speaker
998,110,197,2023-05-21,0.6,Mobile
999,20,120,2023-12-16,1.28,Smart Speaker
1000,13,24,2023-12-29,3.55,Tablet
